mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_learning_rate,param_neurons,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,RMSE
5.074633042017619,0.24494092294014866,0.2075347900390625,0.015272749945222807,relu,0.001,50,"{'activation': 'relu', 'learning_rate': 0.001, 'neurons': 50}",-0.03835492625126805,-0.01128271219788226,-0.02926234163437709,-0.026299993361175802,0.011248935472801824,24,0.1621727269338954
6.001965761184692,0.2513317439100575,0.1863116423288981,0.004858269063423805,relu,0.001,100,"{'activation': 'relu', 'learning_rate': 0.001, 'neurons': 100}",-0.03075562416202385,-0.010192158139366376,-0.021444429981050707,-0.020797404094146977,0.008407457625623805,22,0.14421305105345694
8.118024667104086,0.18536719731793516,0.19482111930847168,0.004638358270115353,relu,0.001,150,"{'activation': 'relu', 'learning_rate': 0.001, 'neurons': 150}",-0.026738388718099703,-0.010853650179186502,-0.022862677262489767,-0.020151572053258657,0.00676233678566064,21,0.1419562328792176
5.334253390630086,0.32089186133121195,0.19528635342915854,0.005111299893407217,relu,0.01,50,"{'activation': 'relu', 'learning_rate': 0.01, 'neurons': 50}",-0.013521449230164564,-0.010258009204206357,-0.014664643412084358,-0.012814700615485092,0.0018671237173388123,8,0.11320203450241119
6.372953494389852,0.21743891043137034,0.19244050979614258,0.003555597652843455,relu,0.01,100,"{'activation': 'relu', 'learning_rate': 0.01, 'neurons': 100}",-0.0230252051334785,-0.009918361213671312,-0.014437170934107997,-0.0157935790937526,0.005436127402616039,16,0.12567250731067875
10.18459153175354,0.5778590262877196,0.19435294469197592,0.003155931426735768,relu,0.01,150,"{'activation': 'relu', 'learning_rate': 0.01, 'neurons': 150}",-0.02827235403417983,-0.008936704494326271,-0.014780374196161163,-0.017329810908222422,0.008096977067342852,18,0.13164273967151557
4.962096452713013,0.16007315189159443,0.1894237200419108,0.002771705556490805,relu,0.1,50,"{'activation': 'relu', 'learning_rate': 0.1, 'neurons': 50}",-0.05488839195319423,-0.014196679947578983,-0.021916985752955538,-0.03033401921790958,0.01764631587139556,26,0.17416664209288063
7.886422316233317,0.281082111047121,0.19428730010986328,0.003792703121259371,relu,0.1,100,"{'activation': 'relu', 'learning_rate': 0.1, 'neurons': 100}",-0.0637647738321759,-0.012350079129115068,-0.020251574389713204,-0.03212214245033472,0.022606053723337377,27,0.17922651157218544
9.873217662175497,0.046294565881601975,0.19384145736694336,0.002024449158222778,relu,0.1,150,"{'activation': 'relu', 'learning_rate': 0.1, 'neurons': 150}",-0.057174238705319194,-0.012592436951865618,-0.016876441457362786,-0.028881039038182527,0.020082613279553147,25,0.16994422331512926
6.916412274042766,0.3095184464989677,0.36716143290201825,0.007722063099221114,tanh,0.001,50,"{'activation': 'tanh', 'learning_rate': 0.001, 'neurons': 50}",-0.0151305711715632,-0.010217780138533765,-0.015728762076691383,-0.01369237112892945,0.0024690139735865763,11,0.11701440564703754
8.40250293413798,0.4104850654571149,0.3611335754394531,0.002238277438482456,tanh,0.001,100,"{'activation': 'tanh', 'learning_rate': 0.001, 'neurons': 100}",-0.014473976293334734,-0.00884390717765035,-0.015399376050658617,-0.012905753173881235,0.002896899014525293,9,0.11360349102858254
11.102536280949911,0.3753475294805775,0.36902610460917157,0.008455196617879707,tanh,0.001,150,"{'activation': 'tanh', 'learning_rate': 0.001, 'neurons': 150}",-0.011489877714723335,-0.009055579787668966,-0.015463645085796588,-0.012003034196062962,0.002641126325013947,6,0.1095583597726023
6.412147680918376,0.1261579137924376,0.3566790421803792,0.005241456352491976,tanh,0.01,50,"{'activation': 'tanh', 'learning_rate': 0.01, 'neurons': 50}",-0.010101628941014197,-0.009456499785758351,-0.015765634754596407,-0.011774587827122984,0.002834359373792905,5,0.10851077286206648
9.485605796178183,0.14373410784132248,0.35828089714050293,0.005440174932160927,tanh,0.01,100,"{'activation': 'tanh', 'learning_rate': 0.01, 'neurons': 100}",-0.00914753485745022,-0.011840443103203757,-0.01744479316431944,-0.012810923708324472,0.0034561537684169637,7,0.11318535112073679
15.424686352411905,1.9300274072472476,0.3726913134256999,0.013036986835297852,tanh,0.01,150,"{'activation': 'tanh', 'learning_rate': 0.01, 'neurons': 150}",-0.010854164282292994,-0.00884261734068953,-0.014555618819922608,-0.01141746681430171,0.002366090838261204,4,0.10685254706511076
7.365542491277059,0.05764395044511132,0.36831188201904297,0.012769222893131968,tanh,0.1,50,"{'activation': 'tanh', 'learning_rate': 0.1, 'neurons': 50}",-0.01104230374770703,-0.016711205722507564,-0.027563868393481773,-0.018439125954565455,0.006854672656049776,20,0.13579074325801982
10.656147082646688,0.08871283768405806,0.35961564381917316,0.003952316393808085,tanh,0.1,100,"{'activation': 'tanh', 'learning_rate': 0.1, 'neurons': 100}",-0.012971729573890835,-0.009322971104588323,-0.018414538487689706,-0.013569746388722955,0.0037356273416464417,10,0.11648925439165174
17.574739933013916,0.3068291713093178,0.36637147267659503,0.004073490488155656,tanh,0.1,150,"{'activation': 'tanh', 'learning_rate': 0.1, 'neurons': 150}",-0.014639780396926904,-0.008901562220907128,-0.021322973737619707,-0.01495477211848458,0.00507590917014659,13,0.12228970569301645
5.885047276814778,0.08215042242567475,0.2928273677825928,0.15198138058167887,sigmoid,0.001,50,"{'activation': 'sigmoid', 'learning_rate': 0.001, 'neurons': 50}",-0.009078174718592378,-0.009037262988261177,-0.014405541318016225,-0.01084032634162326,0.002521043013429454,2,0.10411688787907204
