Date,Actual,Predicted_RNN,Predicted_GRU,Predicted_LSTM
2023-02-15,5112.5,5099.9297,5155.757,5187.16
2023-02-16,5087.5,5029.222,5084.017,5115.6577
2023-02-17,5150.0,5005.613,5060.071,5091.785
2023-02-18,5150.0,5064.5986,5119.9053,5151.431
2023-02-19,5150.0,5064.5986,5119.9053,5151.431
2023-02-20,5137.5,5064.5986,5119.9053,5151.431
2023-02-21,5100.0,5052.812,5107.947,5139.5117
2023-02-22,5000.0,5017.4204,5072.046,5103.7236
2023-02-23,5037.5,4922.8247,4976.1323,5008.0806
2023-02-24,5062.5,4958.335,5012.1304,5043.983
2023-02-25,5062.5,4981.9844,5036.1084,5067.8926
2023-02-26,5062.5,4981.9844,5036.108,5067.8926
2023-02-27,5075.0,4981.9844,5036.108,5067.8926
